,country,iso_code,SE.XPD.TOTL.GB.ZS,NY.GDP.MKTP.CD,NY.GDP.MKTP.PP.CD,NY.GDP.PCAP.CD,NY.GDP.PCAP.PP.CD,IT.NET.USER.P2,SP.POP.GROW,SP.POP.TOTL,Oxford/AstraZeneca,Pfizer/BioNTech,Sinovac,Sputnik V,Sinopharm/Beijing,Johnson&Johnson,Moderna,Sinopharm/Wuhan,Covaxin,CanSino,EpiVacCorona,january_total_vaccinations,february_total_vaccinations,march_total_vaccinations,april_total_vaccinations,may_total_vaccinations,january_daily_vaccinations,february_daily_vaccinations,march_daily_vaccinations,april_daily_vaccinations,may_daily_vaccinations,religiousity%,population,urban_population_percent,Health_exp_pct_GDP_2016,Health_exp_public_pct_2016,Health_exp_out_of_pocket_pct_2016,Health_exp_per_capita_USD_2016,per_capita_exp_PPP_2016,External_health_exp_pct_2016,Physicians_per_1000_2009-18,Nurse_midwife_per_1000_2009-18,Specialist_surgical_per_1000_2008-18,Completeness_of_birth_reg_2009-18,Completeness_of_death_reg_2008-16
113,Uganda,UGA,13.154088338216116,16030114951.34164,46185762543.54358,467.4425715429538,1368.9966210133775,8.6971853915,3.4107154727172193,32576409.5,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.19618517752642198,0.717949962774278,0.8162774621673712,0.0,0.0,0.006744318228936359,0.01760111396360769,0.017823300267704588,93,45974931,26,6.2,16.6,40.3,37.6,117.1,40.4,0.1,0.6,1.1,32.2,0.0
114,Ukraine,UKR,13.755594620337854,112832608171.66739,329945976074.0847,2471.7522988892306,7212.529769409763,20.5806848988125,-0.5539806374735446,46434686.625,1,1,1,0,0,0,0,0,0,0,0,0.0,0.007189851473142425,0.5693648188549998,1.7226183685666192,1.8820334676255361,0.0,0.0020990429165461968,0.015460347864273158,0.030092538493002093,0.06268782895640157,73,43686577,69,6.7,42.4,54.3,141.2,534.2,0.8,3.0,7.1,86.6,100.0,99.0
115,United Kingdom,GBR,13.10206086294992,2525437989353.639,2210510358298.7344,40548.202006546846,35437.07174085056,76.396330779375,0.6776826047797083,62125778.5625,1,1,0,0,0,0,1,0,0,0,0,14.408864671515904,31.04017699814691,52.48241890795708,72.58390727229866,75.3895293482181,0.38724711041360793,0.5991921179110901,0.6726211979680322,0.6683945788847662,0.6919244845660704,30,67948282,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,0.0
116,United Kingdom,GBR,13.10206086294992,2525437989353.639,2210510358298.7344,40548.202006546846,35437.07174085056,76.396330779375,0.6776826047797083,62125778.5625,1,1,0,0,0,0,1,0,0,0,0,14.408864671515904,31.04017699814691,52.48241890795708,72.58390727229866,75.3895293482181,0.38724711041360793,0.5991921179110901,0.6726211979680322,0.6683945788847662,0.6919244845660704,30,67948282,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7,0.0,0.0
117,United Kingdom,GBR,13.10206086294992,2525437989353.639,2210510358298.7344,40548.202006546846,35437.07174085056,76.396330779375,0.6776826047797083,62125778.5625,1,1,0,0,0,0,1,0,0,0,0,14.408864671515904,31.04017699814691,52.48241890795708,72.58390727229866,75.3895293482181,0.38724711041360793,0.5991921179110901,0.6726211979680322,0.6683945788847662,0.6919244845660704,30,67948282,83,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.3,52.4,85.4,0.0
118,United Kingdom,GBR,13.10206086294992,2525437989353.639,2210510358298.7344,40548.202006546846,35437.07174085056,76.396330779375,0.6776826047797083,62125778.5625,1,1,0,0,0,0,1,0,0,0,0,14.408864671515904,31.04017699814691,52.48241890795708,72.58390727229866,75.3895293482181,0.38724711041360793,0.5991921179110901,0.6726211979680322,0.6683945788847662,0.6919244845660704,30,67948282,83,9.8,80.2,15.1,3958.0,4177.8,0.0,2.8,8.3,133.3,100.0,100.0
119,Uruguay,URY,9.493995734623505,33911864943.0962,51543258678.691345,10016.050346835456,15257.161254544204,38.90861014,0.22684760056734202,3367156.8125,1,1,1,0,0,0,0,0,0,0,0,0.0,0.01078875276839396,19.36138063813027,52.768135030303455,56.799014454627105,0.0,1.4385003691191946e-05,0.5391434418925943,1.0969265384713498,0.8740136442719012,41,3475842,96,9.1,71.7,17.4,1379.1,1958.9,0.0,5.0,1.9,38.9,100.0,99.0
120,Vietnam,VNM,17.604726791381832,107658070696.49387,357748740548.2534,1226.8999080336234,4115.052396826966,24.236454724625,1.108842468312812,85602018.75,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.051023687934065615,0.5229817745536663,0.6933592264471233,0.0,0.0,0.0019334903565968343,0.010301465443439831,0.04195239978068318,34,97490013,38,5.7,47.4,44.6,122.8,356.3,2.3,0.8,1.4,0.0,96.0,0.0
121,Zambia,ZMB,7.548607468605043,15902477040.576937,39923022439.87946,1129.0116747969807,2870.565560350099,8.9575848461875,2.8408725766612895,13442478.8125,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.17345437633881747,0.34660011499731674,0.0,0.0,0.0,0.0068034064515958064,0.024403133080362335,95,18468257,45,4.5,38.3,12.1,56.5,175.2,42.5,0.1,0.9,1.5,11.3,0.0
122,Zimbabwe,ZWE,24.14701962471009,9683204770.172901,23715408949.908478,676.1689367840477,1693.3162292496918,7.851712071625,1.7417770079953638,13913697.5,0,0,0,0,1,0,0,0,0,0,0,0.0,0.12646503090550856,0.6166537727324802,3.358051610323407,4.076270702415494,0.0,0.006989125110470732,0.014449886511678603,0.08006029085950381,0.12497954946197942,88,14899771,38,9.4,46.5,21.2,93.9,185.0,25.4,0.1,1.2,1.6,38.0,0.0
